mincan_id,namemine,town,province,latitude,longitude,commodityall,information,mine_status,operation_periods,main_id
YT-MINCAN-bf1bcbb9,Mount Nansen,Carmacks ,Yukon,62.05444444444444,-137.1761111111111,"Gold, Silver"," It is 60 km west of the Village of Carmacks and within the traditional territory of the Little Salmon/Carmacks First Nation // 70 workers /// Over the last decade the Government of the Yukon, the Government of Canada, and the Little Salmon Carmacks First Nation have been actively collaborating to develop a final remediation plan for the site. Percentage of Indigenous employees: 40% from Little Salmon Carmacks First Nation///the mine repeatedly violated environmental regulations and was forced to shut down.",Inactive,1968–1976; 1997–1999,
ON-MINCAN-4faf579b,,Espanola,Ontario,46.36403,-81.74991,Copper,,Inactive,1969–1998,
ON-MINCAN-3e85d9c8,Glendinning or Yarrow Township,Matachewan,Ontario,47.89694,-80.76806,Barite,possibly more years of production by other owner (pre-1950 and by Independent Minign Corp Ltd.),Inactive,1969–2003,
ON-MINCAN-20adc833,Larder Lake Division,Matheson,Ontario,48.63032,-80.19659,"Asbestos, Serpentine",,Inactive,1969–1998,
MB-MINCAN-67d12499,,Faulkner,Manitoba,51.41611111111111,-98.775,"Limestone, Lime",,Inactive,1969–1976,
YT-MINCAN-d00f7567,Wellgreen property,Kluane Lake ,Yukon,61.46528,-139.5275,"Nickel, Copper, Platinum, Gold",environmental ,Inactive,1969–1972,
NS-MINCAN-feb78857,,Lake Enon,Nova Scotia,45.811266,-60.5329917826317,Strontium,,Inactive,1970–1976,
NB-MINCAN-616e7dc9,Salmon Harbour,Minto ,New Brunswick,46.0986572580114,-66.0233145527862,Coal,Minor occurrence (limited to no exploration work),Inactive,1970–2008,
ON-MINCAN-2f44075a,McCreedy West,Sudbury,Ontario,46.63799,-81.39871,Nickel,,Inactive,1970–1998,ON-MAIN-7001a391
QC-MINCAN-b6636eeb,,Beauport ,Quebec,46.912712114613,-71.1832622341602,Silica,,Active,1970–1989; 2016–open,
QC-MINCAN-eebcfb07,Louvem,Val d'Or,Quebec,48.100722,-77.514291,"Zinc, Silver, Gold, Copper, Lead",,Inactive,1970–1980,
BC-MINCAN-73f7ce33,,Revelstoke ,British Columbia,51.11333,-118.46611,"Copper, Molybdenum",,Inactive,1970–1974,
NL-MINCAN-36a124f3,,Stephenville,Newfoundland-and-Labrador,48.5598965284416,-58.7704338722868,Magnesia,"DOSCO sold the Aguathuna land holdings back to the Newfoundland government for $1000 on 30 November 1966, but a large quantity of pure limestone still remained at the site. The stone attracted the attention of individuals interested in 'sea mining' for the metal, magnesium. They formed the Sea Mining Corporation and built a plant within the quarry to extract magnesium hydroxide from sea water using limestone as a precipitator. There the plant sits, unused to this day: financial troubles crippled the company before it could get underway. //// very small scale",Inactive,1971–1972,
ON-MINCAN-1f01daa2,Robin Red Lake,Balmertown ,Ontario,51.061528,-93.73225,Gold,,Inactive,1972–1978,ON-MAIN-7f050560
NB-MINCAN-6059cf61,Bass River,Belledune,New Brunswick,47.8976794909939,-65.8698430374851,Silica,,Inactive,1974–1992,
ON-MINCAN-0d771836,Kapuskasing,Kapuskasing,Ontario,49.30751,-82.80103,Phosphate,,Inactive,1974–2013,
QC-MINCAN-78307f6c,,Joutel,Quebec,49.4581240830494,-78.305858,Gold,ghost town possibly this specific mine was called estrades,Inactive,1974–1993,
QC-MINCAN-5c457040,Gwillum Lake,Chibougamau ,Quebec,49.9254504030176,-74.5320872812077,Gold,the Gwillim mine operated between 1974 and 1976 and again from 1980 to 1984 (see link 2),Inactive,1974–1976; 1980–1984,
NS-MINCAN-f22be616,Prince ,Point Aconi,Nova Scotia,46.3185661165,-60.3070760066,Coal,,Inactive,1975–2001,
QC-MINCAN-e833d652,Seleine,Les Îles-de-la-Madeleine,Quebec,47.618447,-61.555091,Salt,Status: Active underground mine Jobs: 150,Active,1975–open,
ON-MINCAN-692b03e7,Cheminis,Virginiatown,Ontario,48.11739,-79.66481,Gold,The mine was also in operation from 1934 to 1940.,Inactive,1975–1980; 1990–2011; 1990–2011,
QC-MINCAN-b8c6ec78,Mine Ferderber (Belmoral),Val d'Or ,Quebec,48.135688,-77.649952,"Gold, Silver","The May, 1980, cave-in killed eight miners at the company's Ferderber gold mine. Belmoral was charged and the case went to tria",Inactive,1975–1994,
QC-MINCAN-13530c4c,Niobec,Chicoutimi ,Quebec,48.531545,-71.159139,"Niobium, Rare Earth Elements (REE), Zircon",,Active,1976–open,QC-MAIN-649d2873
QC-MINCAN-e833d652,Seleine,Madeleine Islands,Quebec,47.618447,-61.555091,Salt,closure between 1995 and 1997. currently employs 150 (2022),Active,1978–open,
BC-MINCAN-d24d3289,Mt. Meager,Pemberton,British Columbia,50.667221,-123.48527,"Pumice, Pozzolan","The pumice deposits were first held as a minerals lease by J. MacIsaac. After J. MacIsaac's death in the late 1970s a new lease was issued to W.H. Willes, who explored and exploited the deposit from the mid 1970s to the mid 1980s. The mined pumice was crushed, screened and stockpiled near Pemberton. The operation ceased when an access bridge was washed out. In 1988",Active,1978–1988; 1996–open,
NS-MINCAN-74104b9b,Lake Uist ,Pine Brook,Nova Scotia,45.79881,-60.56764,Barite,"Production begins at Novex Mining and Exploration Company’s barite mine at Pine Brook, Cape Breton, Nova Scotia",Inactive,1980–1985,
ON-MINCAN-acd10bd1,,Sault Ste. Marie ,Ontario,46.5214747144766,-84.3594750067459,"Lime, Dolomite", aimed at local production.,Active,1980–open,
ON-MINCAN-41610a2b,,Clarendon,Ontario,44.90505,-76.73871,Tremolite,,Inactive,1981–1987,
QC-MINCAN-be096f13,Selbaie (Detour),Brouillon,Quebec,49.80869,-78.948672,"Zinc, Silver, Gold, Copper",,Inactive,1981–2004,
ON-MINCAN-923c108f,Dundas Division,Dundas,Ontario,43.314953,-79.989558,Dolomite,,Active,1982–open,
ON-MINCAN-ad559838,,Bracebridge,Ontario,45.0671586728673,-79.2866678560353,Silica,,Active,1983–open,
ON-MINCAN-1c3b8f14,Eagle River,Wawa ,Ontario,47.98439,-85.45937,Gold,,Active,1983–open,ON-MAIN-cb85213a
ON-MINCAN-5d75e8fd,Omega,,Ontario,48.11889,-79.69833,"Gold, Silver",The mine also produced between 1946 to 1947. It is possible that last closure occured in 1947 - the opening from mine in 1987 seems to only represent a change in the mine ownership. In 2010s some work have been done but no production,Inactive,1983–1987; 2011–2012,
ON-MINCAN-abba5d74,Braminco,Missanabie,Ontario,48.36542,-83.85631,"Gold, Silica",,Inactive,1983–1987,
QC-MINCAN-d752cbaa,Bachelor,Desmaraisville ,Quebec,49.496237,-76.14276,Gold,"Roughly 225 Québec workers are currently employed by Metanor Resources Inc. at Bachelor Mine. Contradictory information: Opening of Bachelor Lake gold mine, Desmaraisville, Quebec."" from https://publications.gc.ca/collections/Collection/M39-78-2001E.pdf",Active,1983–1989; –open,
QC-MINCAN-09cbb782,Short Lake,Desmaraisville ,Quebec,49.615786,-75.856815,Gold,,Inactive,1983–1992,
ON-MINCAN-7b832414,Detour Lake,Timmins ,Ontario,50.01609,-79.71192,Gold,,Active,1983–open,ON-MAIN-aeafbb59
BC-MINCAN-d0828a1e,Greenhills,Sparwood,British Columbia,50.211111,-114.89888,Coal,another cie : Westar Mining Corporation,Active,1983–open,
BC-MINCAN-aeb37aed,Goldstream,Revelstoke ,British Columbia,51.621667,-118.424,"Copper, Silver, Gold, Zinc, Cadmium, Antimony",,Inactive,1983–1996,
NS-MINCAN-6e268c13,,Bass River,Nova Scotia,45.4533041319815,-63.8054422248443,"Barite, Barium, Fluorine, Iron, Copper",It is also called : Magcohar Dresser Canada source : https://novascotia.ca/natr/meb/data/pubs/ic/ic15.pdf,Inactive,1984–1985,
BC-MINCAN-a059fae1,Red Lake,Kamloops,British Columbia,50.94111,-120.81388,"Fullers Earth, Diatomite",seasonal mining,Active,1984–open,
ZZ-MINCAN-916054d3,,Sussex ,New Brunswick,45.42,-65.38,"Potash, Salt",,Inactive,1985–1992,
NB-MINCAN-bf99e142,,Sussex ,New Brunswick,45.754711,-65.422669,"Potash, Salt",,Inactive,1985–2016,
QC-MINCAN-4d537dd7,,Saint-Bruno-de-Guigues,Quebec,47.4640841905762,-79.4380256597156,Silica,,Active,1985–open,
QC-MINCAN-47ee4b61,,Rouyn ,Quebec,48.1281786224133,-79.1321063903652,Silica,,Active,1985–open,
QC-MINCAN-99f04c6b,Remnor,Royun,Quebec,48.253437,-79.011323,"Gold, Copper",,Inactive,1985–1989,
ON-MINCAN-dd136e76,Williams or Page-Williams,Marathon ,Ontario,48.69442,-85.92069,"Gold, Silver",1999: production from Williams Mine and neighbouring David Bell mine processed together at the Williams mill,Active,1985–open,
QC-MINCAN-fcce24b5,Estrades,La Sarre,Quebec,49.586987,-78.863607,"Gold, Silver, Zinc, Copper, Lead",p.15 https://galwaymetalsinc.com/wp-content/uploads/2021/11/GWM-MDA-Q3-2021-FINAL.pdf,Inactive,1985–1992,
ON-MINCAN-bc62487c,,Timmins ,Ontario,48.51176,-81.24516,Gold,"In the late 1980's, E.R.G. Resources (ERG), Giant Yellowknife Mines Resources Inc. established a tailings recovery plant on the McIntyre property to reprocess tailings and recover their contained gold values. The plant started up in 1988 but financial
problems led to operations being abandoned in late 1989. from ""PLANNING FOR CLOSURE – PORCUPINE GOLD MINES’ MINE CLOSURE PROGRAM"" https://open.library.ubc.ca/media/download/pdf/59367/1.0042653/1 ",Inactive,1988–1989,
QC-MINCAN-0b644d59,Ansil,Rouyn-Noranda,Quebec,48.356189,-79.116781,"Copper, Zinc, Gold, Silver",https://www.mindat.org/loc-205483.html,Inactive,1989–1993,
ON-MINCAN-279f0146,Butt Township,Huntsville ,Ontario,45.72644,-79.07675,Graphite,,Inactive,1990–1994,
QC-MINCAN-26f567da,Lac-des-iles (Diotte),Notre-Dame-du-Laus/Bouthillier Twnship,Quebec,46.376045,-75.530895,Graphite,"In 1992's 900A Map,this mine changed location to Lac-des-Iles which is very close to Notre-Dame. In 1995, the location changed to Bouthillier Township",Inactive,1990–1991,
NS-MINCAN-e52b3ecc,,Westville ,Nova Scotia,45.556667,-62.66,Coal," Opening in 1996 ""Pioneer Coal Ltd., an Antigonish-based mining company is in the process of winding down its open pit mine in Stellarton and has been looking for new sources of coal. It approached Westville last year about doing exploratory drilling on historical underground mine works. - Aaron Beswick"" (source3 link1)",Inactive,1991–2019,
QC-MINCAN-a44a58dc,Dolobex,Portage-du-Fort,Quebec,45.600774,-76.652273,Dolomite,,Inactive,1991–2004,
NS-MINCAN-ef73715e,Glen Morrison,Sydney ,Nova Scotia,45.999181,-60.3169019520444,"Limestone, https://gq.mines.gouv.qc.ca/documents/examine/GM68420/GM68420.pdf",,Active,1992–open,
SK-MINCAN-023e8a76,,Saskatoon,Saskatchewan,52.1582677135294,-106.674710181748,Salt,,Active,1992–open,
ON-MINCAN-d5325d40,Street Township,Sudbury,Ontario,46.579953,-80.608442,Almandine,,Inactive,1993–2016,
ON-MINCAN-de7958a8,Lac-des-iles,Thunder Bay ,Ontario,49.16997,-89.61277,Palladium,,Active,1993–2008; 2010–open,
SK-MINCAN-f458175f,Konuto Lake (Denare Beach),Creighton,Saskatchewan,54.652502,-102.056381626872,"Copper, Zinc","""About 65 people will work at the mine."" from https://www.cbc.ca/news/canada/lynn-lake-hit-hard-while-flin-flon-gains-1.192718 but also ""Meanwhile, Keystone Gold Project is shutting down it's operations in Lynn Lake after six years."" This might cancel the impact",Inactive,1993–2005,
QC-MINCAN-a5c5c953,,Saint-Edwidge,Quebec,45.2036193043011,-71.6816302571153,Silica,,Inactive,1995–2003,
QC-MINCAN-bb95a960,Beaufor (Courvan),Val d'Or,Quebec,48.161693,-77.554619,"Gold, Silver",The mine was also in production from 1939 to 1942 ///// from 1939-42 under the name courvan,Inactive,1996–2022,
NL-MINCAN-8cf04fea,Fischell Brook,Division No. 4 (St. Georges and Flat Bay),Newfoundland-and-Labrador,48.30833,-58.675,Gypsum,,Inactive,1996–2001,
QC-MINCAN-48c4245a,Gonzague Langlois (Grevet),Lebel-sur-Quevillon,Quebec,49.245851,-76.674092,"Zinc, Silver, Gold, Copper, Lead",,Inactive,1996–2008; 2012–2019,
BC-MINCAN-7c8e6816,Mount Polly or Mount Polley,McLeese Lake,British Columbia,52.544959,-121.633931,"Gold, Copper",,Inactive,1997–2014; 2015–2019,BC-MAIN-3f490561
ON-MINCAN-69e999a0,Musselwhite,Opapamiskan Lake,Ontario,52.60936,-90.3926,Gold,,Active,1997–open,ON-MAIN-fefeaee4
BC-MINCAN-a46b8681,Kemess,North-Central British-Columbia,British Columbia,57.004722,-126.758611,"Copper, Gold, Molybdenum, Silver",,Inactive,1998–2011,
NL-MINCAN-1d29d7e2,Shabogamo,Smokey Mountain ,Newfoundland-and-Labrador,52.986343,-66.937508,Quartz,reopening environmental assessment/ new owner spanish,Inactive,1999–2008,
ON-MINCAN-fa8d0bc2,Levack,,Ontario,46.6607,-81.3779,"Copper, Nickel, PM",The mine also produced between 1915 and 1929.,Active,1937–1999; 2010–open,
QC-MINCAN-c161b638,Sigma,Bourlamaque ,Quebec,48.100313,-77.757144,Gold,,Inactive,1937–2007,
NL-MINCAN-2a6df35f,Scully,Wabush ,Newfoundland-and-Labrador,52.907129,-66.912573,Iron,"Wabush Mines started mining iron ore from the Scully Mine in Labrador in 1965. Cliffs Natural Resources (CNR) bought out its partners and became sole owner of the mine in 2011. Concentrate was railed for pelletizing in Pointe-Noire, Québec, until the pellet plant closed in 2013.
In February 2014, CNR announced that mining and concentrating activities at Wabush Mines would be idled; later in 2014, CNR announced that the mine was permanently closed. Wabush Mines entered the Companies’ Creditors Arrangement Act (CCAA) process and on July 19, 2017, Tacora Resources Inc. announced that it had closed the acquisition of assets associated with the Scully Mine.",Inactive,1962–2013,NL-MAIN-b64bae7a
BC-MINCAN-a829f194,,Endako,British Columbia,54.03611,-125.11,"Molybdenum, Copper, Zinc, Tungsten, Bismuth",,Inactive,1965–2016,
BC-MINCAN-428c29db,Harper Ranch,,British Columbia,50.667488,-120.064293,Limestone,,Inactive,1970–2016,
AB-MINCAN-83a0ea71,Sheerness,Sheerness ,Alberta,51.4934641644,-111.688082491,Coal,,Inactive,1986–2021,
NL-MINCAN-52242808,Ten Mile Bay,,Newfoundland-and-Labrador,56.4869,-61.6362,Anorthosite,,Inactive,1992–2010,
BC-MINCAN-ffecdadd,Spider,,British Columbia,49.789999,-117.3625,"Silver, Lead, Copper, Zinc, Gold, Cadmium, Silica",,Inactive,1897–1979,
BC-MINCAN-4cb07696,Phoenix (Knob Hill),Phoenix ,British Columbia,49.090833,-118.59944,"Copper, Gold, Silver, Lead, Iron",,Inactive,1900–1976,
BC-MINCAN-409f9c56,Sullivan,Kimberley,British Columbia,49.7075,-116.00527,"Lead, Zinc, Silver, Tin, Copper, Gold, Iron, Sulphur",,Inactive,1900–2001,
NL-MINCAN-27275dae,,Manuels ,Newfoundland-and-Labrador,47.4870470822382,-52.9529276853003,Pyrophyllite,,Inactive,1902–2019,
BC-MINCAN-e70e7635,,,British Columbia,53.089721,-121.56138,"Gold, Silver, Tungsten, Bismuth, Lead, Zinc",,Inactive,1902–1966,
BC-MINCAN-e5761886,Nickel Plate,Hedley,British Columbia,49.365277,-120.03444,"Gold, Silver, Arsenic, Copper, Zinc, Cobalt, Lead, Bismuth",,Inactive,1904–1996,
BC-MINCAN-714d3a41,,,British Columbia,49.611111,-123.14111,"Copper, Zinc, Lead, Silver, Gold, Cadmium",,Inactive,1905–1974,
BC-MINCAN-9b316f4d,Similco,Princeton,British Columbia,49.33111,-120.53416,"Copper, Gold, Silver",,Inactive,1908–2018,
BC-MINCAN-ca686d74,,Keremeos ,British Columbia,49.974999,-117.12722,"Silver, Lead, Zinc, Gold, Cadmium, Copper",,Inactive,1909–1980,
ON-MINCAN-af47d31a,Dome,South Porcupine ,Ontario,48.46351,-81.24272,Gold,,Inactive,1910–2017,
BC-MINCAN-aec0337a,,,British Columbia,55.316943,-127.62972,"Silver, Gold, Lead, Zinc, Copper, Cadmium",,Inactive,1913–1989,
BC-MINCAN-23c4dc7c,Wesfrob Mining Division,Tasu,British Columbia,52.756666,-132.04333,"Iron, Magnetite, Copper, Silver, Gold",,Inactive,1914–1983,
BC-MINCAN-82f3a07f,,Keremeos ,British Columbia,49.056944,-119.68999,"Silver, Gold, Lead, Zinc, Copper",,Inactive,1915–1983,
ON-MINCAN-f09dd3d7,,,Ontario,48.14543,-80.05872,Gold,,Inactive,1916–1960,
AB-MINCAN-449b4de9,,Alix,Alberta,52.3197166631999,-113.213358937999,Coal,,Inactive,1919–2002,
YT-MINCAN-1ba16580,Historic Keno Hill District,,Yukon,63.90947,-135.30225,"Zinc, Lead, Silver, Gold","140 to 600 workers // famous historic mining camp, the majority of employees were local; mostly European immigrants; exact  numbers unknown",Active,1919–1989; 1990–1997; 2006–open,
ON-MINCAN-40152a69,,Missanabie (Renabie),Ontario,48.37559,-83.873,Gold,,Inactive,1920–1991,
AB-MINCAN-279132b3,,Luscar,Alberta,53.0659422686999,-117.407082892999,Coal,Luscar is a ghost town,Inactive,1921–1958,
AB-MINCAN-23aadb94,Vesta,Halkirk ,Alberta,52.4672008471,-112.152549613999,Coal,,Inactive,1922–2012,
ON-MINCAN-4c7b2c9f,Nighthawk Lake,Timmins,Ontario,48.49567,-80.9732,Gold,,Inactive,1924–1979,
BC-MINCAN-b7a49ef3,,,British Columbia,49.994999,-117.27166,"Silver, Lead, Zinc, Gold, Cadmium, Copper",,Inactive,1924–1985,
ON-MINCAN-7dc10d32,,,Ontario,44.91281,-76.39586,Feldspar,,Inactive,1926–1952,
AB-MINCAN-96d97929,,,Alberta,49.8472919266,-112.841359298,Coal,,Inactive,1927–1965,
BC-MINCAN-6515bf5c,,,British Columbia,55.686944,-129.5075,"Silver, Lead, Zinc, Gold, Copper",,Inactive,1928–1959,
SK-MINCAN-d8c5f74d,,Flin Flon ,Saskatchewan,54.75694,-101.878624855552,"Copper, Zinc, Gold",,Inactive,1930–1977,
ON-MINCAN-c39c5fd3,Cochenour ,Cochenour ,Ontario,51.07729,-93.80895,Gold,,Inactive,1932–1971,
ON-MINCAN-4c2869b6,,,Ontario,51.50195,-90.05537,Gold,,Inactive,1933–1966,
QC-MINCAN-bc6700e4,Mud Lake,Poltimore / Guillet,Quebec,45.76183,-75.698564,Feldspar,,Inactive,1934–2000,
ON-MINCAN-3b611908,Ross,Holtyre ,Ontario,48.47809,-80.28421,Gold,,Inactive,1934–1989,
ON-MINCAN-8817b847,,Geraldton ,Ontario,49.67884,-86.93622,Gold,,Inactive,1934–1970,
BC-MINCAN-10030853,,,British Columbia,53.101111,-121.58388,"Gold, Silver, Lead, Zinc, Tungsten, Bismuth",,Inactive,1934–1954,
ON-MINCAN-a280144d,,,Ontario,49.62588,-88.0339,Gold,,Inactive,1935–1965,
BC-MINCAN-51f13486,,Greenwood,British Columbia,49.086388,-117.79138,"Gold, Silver, Copper, Cobalt",,Inactive,1936–1995,
AB-MINCAN-dd1b32bf,,,Alberta,51.3283164333999,-112.518323377,Coal,,Inactive,1936–1959,
ON-MINCAN-43117879,,,Ontario,48.43722,-81.29701,Gold,,Inactive,1937–1963,
ON-MINCAN-e7a8b4d5,,,Ontario,48.45524,-81.2393,Gold,,Inactive,1939–1967,
BC-MINCAN-46bcdeef,Pinchi Lake,Fort St. James ,British Columbia,54.632777,-124.43722,Mercury,,Inactive,1940–1975,
AB-MINCAN-103b0c72,,Morinville,Alberta,53.8883266034,-113.728947313999,Coal,,Inactive,1941–2004,
AB-MINCAN-9bf1df50,,,Alberta,49.8056770679,-112.178816929999,Coal,,Inactive,1943–1968,
ON-MINCAN-d745f352,New Joburke Property,Keith Twp,Ontario,48.14714,-82.2833,Gold,,Inactive,1946–1974,
ON-MINCAN-9ef37989,,,Ontario,51.07547,-93.74805,Gold,,Inactive,1946–1962,
SK-MINCAN-7f4160fd,,,Saskatchewan,49.142675,-102.858796966144,Coal,,Inactive,1947–1965,
NT-MINCAN-7a50d5a0,Giant,Yellowknife ,Northwest Territories,62.5,-114.35,Gold,"The property is now under the management of the Department of Indian Affairs and Northern Development (D.I.A.N.D.), which assumed ownership of the property in 1999. Reclamation activities surrounding the underground arsenic trioxide storage problem are ongoing. Other sections of the property are under ownership of the City of Yellowknife and will be utilized for future recreational purpose (source1 (Silke), p.246)",Inactive,1948–2004,
BC-MINCAN-120d5035,,Remac ,British Columbia,49.024443,-117.35222,"Zinc, Lead, Silver, Cadmium, Copper, Gallium, Germanium",,Inactive,1949–1971,
ON-MINCAN-fc444118,Red Lake,Balmertown,Ontario,51.06028,-93.73128,Gold,The Red Lake mine is one of the largest gold mines in Canada and in the world,Active,1949–open,ON-MAIN-7f050560
MB-MINCAN-556ed99a,New Britannia ( Nor-Acme),Snow Lake,Manitoba,54.85833333333333,-100.03333333333332,Gold,,Active,1949–2000; 2021–open,
BC-MINCAN-3cdd69ba,Kootenay River or Elkhorn,Invermere (Windermere Creek),British Columbia,49.454444,-115.42972,Limestone,,Active,1950–open,
BC-MINCAN-1c2e4477,Estella,,British Columbia,49.769443,-115.60527,"Silver, Lead, Zinc, Cadmium, Copper, Gold",,Inactive,1951–1967,
ON-MINCAN-bca30566,Gypsum Division (No.3),Caledonia ,Ontario,43.09114,-79.96713,Gypsum,,Inactive,1952–1991,
BC-MINCAN-6a74a33d,,Texada Island ,British Columbia,49.703055,-124.55055,"Iron, Copper, Silver, Gold, Zinc, Magnetite, Cobalt, Molybdenum",,Inactive,1952–1956,
BC-MINCAN-e99e3800,,Cassiar,British Columbia,59.324999,-129.81805,"Asbestos, Chrysotile, Jade/Nephrite, Gemstones, Magnesium",,Inactive,1952–1998,
SK-MINCAN-9e7c1abc,,,Saskatchewan,59.4694421382564,-108.609748749532,Uranium,,Inactive,1952–1959,
ON-MINCAN-910a7294,,,Ontario,46.67426,-80.80414,Nickel,Rim Nickel and East Rim Nickel Mines are the same.,Inactive,1953–1958,
ON-MINCAN-b0358dfc,,Steep Rock Lake ,Ontario,48.7932,-91.64844,Iron,,Inactive,1953–1980,
SK-MINCAN-4299ac2f,Rabbit Lake-Eagle Point,Uranium City ,Saskatchewan,59.562501,-108.466661138891,Uranium,,Inactive,1953–1982,
ON-MINCAN-0a4599d0,Lacnor,,Ontario,46.395075,-82.607917,Uranium,,Inactive,1954–1960,
ON-MINCAN-fb2e4e58,,,Ontario,46.63751,-84.14293,Lead,,Inactive,1954–1957,
SK-MINCAN-182732cc,,,Saskatchewan,59.581944,-108.64027743547,Uranium,,Inactive,1954–1960,
ON-MINCAN-65f81a01,,Ojibway ,Ontario,42.25575,-83.10301,Salt,"The first is the Ojibway Mine at 200 Morton Drive in Windsor, established in 1955, and is owned by The Canadian Salt Company, Limited. The facility has 250 employees, earns roughly $75–99 million a year, producing road and mining salt",Active,1955–open,
ON-MINCAN-b57672fb,,Marmora ,Ontario,44.47905,-77.65775,Iron,,Inactive,1955–1978,
ON-MINCAN-ccb5b275,,,Ontario,44.50305,-77.42273,Granite,,Inactive,1955–1968,
NB-MINCAN-3eceb06d,,,New Brunswick,46.0759529153469,-66.0748074998611,Coal,Minor occurrence (limited to no exploration work),Inactive,1955–1965,
NB-MINCAN-3eceb06d,,Minto ,New Brunswick,46.0759529153469,-66.0748074998611,Coal,Minor occurrence (limited to no exploration work),Inactive,1955–1969,
SK-MINCAN-297489d5,,Waden Bay ,Saskatchewan,55.293889,-105.004173062913,"Copper, Silver, Gold",,Inactive,1955–1992,
SK-MINCAN-6c75afb7,,,Saskatchewan,59.385834,-108.879446663189,Uranium,,Inactive,1955–1964,
SK-MINCAN-260b61b3,,Uranium City ,Saskatchewan,59.543056,-108.668063687111,Uranium,,Inactive,1955–1979,
BC-MINCAN-85bd0f8e,,,British Columbia,50.355277,-127.25361,"Magnetite, Iron, Copper, Gold, Zinc, Cobalt, Limestone, Arsenic",,Inactive,1957–1967,
SK-MINCAN-b504f800,,,Saskatchewan,59.492226,-108.668339289185,Uranium,,Inactive,1957–1960,
NU-MINCAN-16a76c10,North Rankin,Rankin Inlet,Nunavut,62.80972222222222,-92.09944444444444,"Nickel, Copper","9,760 t nickel and 2,634 t copper, mine site reclaimed (small producer).",Inactive,1957–1962,
NT-MINCAN-8a3ab301,,,Northwest Territories,63.45,-116.54583333333332,"Uranium, Silver","""In 1957, the operation employed 145 and in 1958, with steady operations, it was reported that 135 employees were working at Rayrock Mine. In March 1959, the last date for which information is available, the mine employed a total of 136, including 10 natives who worked manual labour jobs. By department, this workforce was reduced to: mining, 54; shops, 17; general surface, 13; contractors, 19; mill, 19; laboratory, 8; cookery, 12; and office, 13 (mine records). Most of these employees were single men housed in four bunkhouses with total capacity for 140 persons, and a staffhouse for 14 persons. The cookery was rated to handle 125 men at one sitting, and the company townsite contained almost twenty residences including four duplex houses. In 1957, it was reported that the Rayrock townsite contained nine residences including three duplex units, accommodating 12 families. There were also eight school pupils in that year, housed in a small school house on the property. Recreation was provided by an indoor curling rink and recreation room with café, games, and library, built in 1958. Additional family housing was erected in 1958. The Operational History of Mines in the Northwest Territories, Canada Ryan Silke, 2009 Population of the townsite and mine camp in 1958 was reported as 17 families and 135 employees (Byrne, 1957; Rayrock Mines Ltd. Annual Report, 1958)."" (source3, p.417-418)",Inactive,1957–1959,
ON-MINCAN-a50f94e6,Milliken,Elliot Lake ,Ontario,46.40026,-82.62527,Uranium,,Inactive,1958–1964,
ON-MINCAN-45c20d1d,,,Ontario,48.774029,-91.630097,Iron,,Inactive,1958–1964,
SK-MINCAN-cc547f50,Patience Lake,Saskatoon ,Saskatchewan,52.089315,-106.374119584037,Potash,,Active,1958–open,
SK-MINCAN-484a0040,,,Saskatchewan,59.5402728562374,-108.722228298733,Uranium,,Inactive,1958–1959,
BC-MINCAN-a4c2ea0c,,,British Columbia,50.255277,-126.85361,"Iron, Magnetite, Copper, Zinc, Gold",,Inactive,1959–1963,
QC-MINCAN-7da54159,,Thetford Mines ,Quebec,46.138215,-71.252179,"Chrysotile, Talc",,Inactive,1960–1986,
SK-MINCAN-9cbc06dd,Unity,Estevan ,Saskatchewan,49.1395576020814,-102.991858648778,Coal,,Active,1960–open,
MB-MINCAN-7550636e,Chisel Lake,Snow Lake,Manitoba,54.83472222222223,-100.11666666666666,"Zinc, Copper",,Inactive,1960–1994; 2000–2001; 2009–2012,
ON-MINCAN-92ad546e,,Timmins ,Ontario,48.59145,-81.60529,"Copper, Zinc, Gold Silver",,Inactive,1961–1972,
BC-MINCAN-f6337c19,,Oliver ,British Columbia,49.1967344294871,-119.555288392073,Silica,,Inactive,1961–1969,
NL-MINCAN-f540d40c,,Little Bay ,Newfoundland-and-Labrador,49.5960993044401,-55.9453057395793,"Copper, Iron, Gold",,Inactive,1961–1969,
AB-MINCAN-5baa6088,,,Alberta,53.5449383703999,-113.383496399999,Coal,,Inactive,1962–1968,
AB-MINCAN-37396fbe,Whitewood ,Wabamun ,Alberta,53.5896655419999,-114.523707397999,Coal,,Inactive,1962–2010,
ON-MINCAN-08e05315,Kidd Creek,Timmins ,Ontario,48.68701,-81.36811,"Zinc, Copper, Lead, Silver, Cadmium, Tin",,Active,1963–open,ON-MAIN-f8313ebd
BC-MINCAN-b673e96e,,Highland Valley/Ashcroft ,British Columbia,50.498055,-120.98777,"Copper, Silver, Gold, Molybdenum",,Inactive,1963–1982,
NL-MINCAN-a3428ed7,,Labrador City ,Newfoundland-and-Labrador,52.9412293910865,-66.9159350930944,Iron,,Inactive,1963–1988,
