x,y,yearbook_table_trans,bgs_commodity_code,units,bgs_statistic_type_trans,bgs_commodity_trans,concat_table_notes_code,country_trans,bgs_sub_commodity_trans,concat_table_notes_text,country_iso2_code,erml_group,concat_figure_notes_code,country_iso3_code,erml_commodity,concat_figure_notes_text,year,pole_of_inaccessibility_longitude,erml_sub_commodity,pole_of_inaccessibility_latitude,cgi_commodity_url,yearbook_table_id,quantity
-119.677633,59.205383999999995,Production of ferro-alloys,74,tonnes (metric),Production,ferro-alloys,,Canada,Ferro-niobium,,CA,,*,CAN,,Estimates.,2005-01-01,-119.677633,,59.205384,,74,5621
-119.677633,59.205383999999995,Production of magnesite,87,tonnes (metric),Production,magnesite,1,Canada,,"In addition to the countries listed, Bulgaria is believed to produce magnesite",CA,Magnesite,*|b,CAN,Magnesite and magnesia,Estimates.|Officially described as magnesitic dolomite and brucite.,2005-01-01,-119.677633,Magnesite,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesite,87,180000
-119.677633,59.205383999999995,Production of phosphate rock,112,tonnes (metric),Production,phosphate rock,1,Canada,,"In addition to the countries listed, Indonesia and Nigeria are believed to produce phosphate rock",CA,Phosphate rock,,CAN,Phosphate rock,,2005-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/phosphate-rock,110,888000
-119.677633,59.205383999999995,Mine production of bismuth,21,tonnes (metal content),Production,"bismuth, mine",1|2|3,Canada,,"In addition to the countries listed, Brazil is believed to produce bismuth|Production for some countries may include bismuth produced from imported ores but it is thought that any resulting duplication is insignificant in the countries shown|The figures in this table are in some instances derived from reported bismuth content of refined and impure metal plus recoverable in ores and concentrates exported",CA,Bismuth,,CAN,"Bismuth (mine production, metal content)",,2005-01-01,-119.677633,mine production (metal content),59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/bismuth,21,170
-119.677633,59.205383999999995,Production of talc,136,tonnes (metric),Production,talc,,Canada,,,CA,Talc,,CAN,Talc,,2005-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/talc,134,70000
-119.677633,59.205383999999995,Production of refined cobalt,37,tonnes (metric),Production,"cobalt, refined",1,Canada,,"In addition to the production listed above, several countries, including the United Kingdom, Finland and France, are known to produce substantial amounts of cobalt compounds",CA,Cobalt,a,CAN,Cobalt (refined),Including oxides.,2005-01-01,-119.677633,Refined,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/cobalt,37,5090
-119.677633,59.205383999999995,Production of ferro-alloys,74,tonnes (metric),Production,ferro-alloys,,Canada,Silicon metal,,CA,,*,CAN,,Estimates.,2005-01-01,-119.677633,,59.205384,,74,30000
-119.677633,59.205383999999995,Mine production of cobalt,36,tonnes (metal content),Production,"cobalt, mine",1|2,Canada,,"Figures in this table relate where possible to cobalt recovered. The principal exceptions to this are Brazil and New Caledonia, the figures for which relate to cobalt in ore raised|There is frequently a considerable disparity between the cobalt content of ore raised and cobalt actually recovered",CA,Cobalt,,CAN,"Cobalt (mine production, metal content)",,2005-01-01,-119.677633,Ores and concentrates (metal content),59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/cobalt,36,5767
-119.677633,59.205383999999995,Mine production of lead,80,tonnes (metal content),Production,"lead, mine",,Canada,,,CA,Lead,,CAN,"Lead (mine production, metal content)",,2005-01-01,-119.677633,ore and concentrates (metal content),59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/lead,80,79254
-119.677633,59.205383999999995,Mine production of molybdenum,99,tonnes (metal content),Production,"molybdenum, mine",1,Canada,,"In addition to the countries listed, Australia, Georgia, India, Democratic P.R. of Korea, Romania and Tajikistan are believed to produce molybdenum",CA,Molybdenum,,CAN,"Molybdenum (mine production, metal content)",,2005-01-01,-119.677633,Ores and concentrates (metal content),59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/molybdenum,99,7935
-119.677633,59.205383999999995,Production of potash,118,tonnes (K20 content),Production,potash,,Canada,Chloride,,CA,Potash,,CAN,Potash,,2005-01-01,-119.677633,Chloride,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/potash,116,10140000
-119.677633,59.205383999999995,Production of nepheline syenite,164,tonnes (metric),Production,nepheline syenite,,Canada,,,CA,Nepheline syenite,,CAN,Nepheline syenite,,2005-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/nepheline-syenite,164,745000
-119.677633,59.205383999999995,Production of iron ore,71,tonnes (metric),Production,iron ore,,Canada,,,CA,Iron and steel,g,CAN,Iron ore,Including by-product iron ore.,2005-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/iron-ore,69,28343000
-119.677633,59.205383999999995,Mine production of platinum group metals,113,kilograms (metal content),Production,"platinum group metals, mine",1|2|3,Canada,Platinum,"Figures for metal production are only given for countries where recovery is thought to be based predominantly on domestic materials or on imported materials which have not been recorded as mine production elsewhere in the table|In addition to the production listed, concentrates produced in Spain, and possibly other countries, are believed to be processed in China to recover platinum group metals|Wherever possible, figures relate to quantities of platinum group metals thought to be recovered from ores originating in the country stated",CA,Platinum group metals,*,CAN,"Platinum group metals (mine production, metal content)",Estimates.,2005-01-01,-119.677633,Ores and concentates (Platinum content),59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/platinum,113,7900
-119.677633,59.205383999999995,Mine production of nickel,102,tonnes (metal content),Production,"nickel, mine",,Canada,,,CA,Nickel,,CAN,"Nickel (mine production, metal content)",,2005-01-01,-119.677633,Ores and concentates (metal content),59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/nickel,102,198932
-119.677633,59.205383999999995,Production of titanium minerals,144,tonnes (metric),Production,titanium minerals,1|2|3,Canada,Ilmenite,"In 2009 South Africa produced an estimated 1 850 000 tonnes of slag (85% TiO2) and Canada produced an estimated 800 000 tonnes of slag (80-95% TiO2)|Some ilmenite is converted to synthetic rutile in Australia, India, Japan, Taiwan and USA|The figures in this table refer to gross tonnage of titanium concentrates",CA,Titanium,*|a|b,CAN,Titanium minerals,"Estimates.|Canada produces some ilmenite which is sold as such and not processed into slag, but tonnages are small.|It is believed that the majority of this is processed into slag.",2005-01-01,-119.677633,Ilmenite,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/ilmenite,144,2100000
-119.677633,59.205383999999995,Production of lithium minerals,84,tonnes (metric),Production,lithium minerals,1,Canada,,"In addition to the countries listed, Russia has also produced lithium minerals in the past.",CA,Lithium,*,CAN,Lithium minerals,Estimates.,2005-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/lithium,84,22500
-119.677633,59.205383999999995,Production of alumina,2,tonnes (Al2O3 content),Production,alumina,1,Canada,,"Where possible figures in this table show the alumina equivalent (Al2O3) of total hydrate produced, whether or not calcined",CA,"Bauxite, alumina and aluminium",,CAN,Alumina,,2005-01-01,-119.677633,Alumina,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/alumina,2,1400340
-119.677633,59.205383999999995,Production of cadmium,29,tonnes (metric),Production,cadmium,1,Canada,,Data in this table excludes secondary metal unless otherwise stated,CA,Cadmium,a,CAN,Cadmium,Including cadmium sponge and/or secondary metal.,2005-01-01,-119.677633,Metal,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/cadmium,27,1727
-119.677633,59.205383999999995,Mine production of tungsten,147,tonnes (metal content),Production,"tungsten, mine",,Canada,,,CA,Tungsten,,CAN,"Tungsten (mine production, metal content)",,2005-01-01,-119.677633,Ores and concentrates (metal content),59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/tungsten,147,484
-119.677633,59.205383999999995,Production of coal,35,tonnes (metric),Production,coal,1,Canada,Bituminous,There is no international agreement as to the separate definition of lignite and brown coal. In some cases they are distinguished. Elsewhere both may be aggregated under one or other term,CA,,,CAN,,,2005-01-01,-119.677633,,59.205384,,33,30741000
-119.677633,59.205383999999995,Production of lithium minerals,84,tonnes (metric),Production,lithium minerals,1,Canada,,"In addition to the countries listed, Russia has also produced lithium minerals in the past.",CA,Lithium,*,CAN,Lithium minerals,Estimates.,2006-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/lithium,84,22500
-119.677633,59.205383999999995,Production of ferro-alloys,74,tonnes (metric),Production,ferro-alloys,,Canada,Ferro-silicon,,CA,,*,CAN,,Estimates.,2006-01-01,-119.677633,,59.205384,,74,35000
-119.677633,59.205383999999995,Production of talc,136,tonnes (metric),Production,talc,,Canada,,,CA,Talc,,CAN,Talc,,2006-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/talc,134,68000
-119.677633,59.205383999999995,Production of magnesite,87,tonnes (metric),Production,magnesite,1,Canada,,"In addition to the countries listed, Bulgaria is believed to produce magnesite",CA,Magnesite,*|b,CAN,Magnesite and magnesia,Estimates.|Officially described as magnesitic dolomite and brucite.,2006-01-01,-119.677633,Magnesite,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesite,87,140000
-119.677633,59.205383999999995,Mine production of platinum group metals,113,kilograms (metal content),Production,"platinum group metals, mine",1|2|3,Canada,Platinum,"Figures for metal production are only given for countries where recovery is thought to be based predominantly on domestic materials or on imported materials which have not been recorded as mine production elsewhere in the table|In addition to the production listed, concentrates produced in Spain, and possibly other countries, are believed to be processed in China to recover platinum group metals|Wherever possible, figures relate to quantities of platinum group metals thought to be recovered from ores originating in the country stated",CA,Platinum group metals,*,CAN,"Platinum group metals (mine production, metal content)",Estimates.,2006-01-01,-119.677633,Ores and concentates (Platinum content),59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/platinum,113,8500
-119.677633,59.205383999999995,Mine production of lead,80,tonnes (metal content),Production,"lead, mine",,Canada,,,CA,Lead,,CAN,"Lead (mine production, metal content)",,2006-01-01,-119.677633,ore and concentrates (metal content),59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/lead,80,83096
-119.677633,59.205383999999995,Production of bentonite and fuller's earth,20,tonnes (metric),Production,bentonite and fuller's earth,1|2|3|4,Canada,Bentonite,"Bentonites consist of montmorillonite (one of the smectite group of clay minerals) and occur in two main varieties, calcium bentonite, the most commonly occurring, and sodium bentonite, industrially the more important|Calcium bentonite can be converted to sodium bentonite by a sodium-exchange process|In addition to the countries listed, Austria is believed to produce bentonite and France may produce fuller's earth|In some countries, such as the United Kingdom, calcium bentonite is known as fuller's earth, a term which is also used to refer attapulgite, a mineralogically distinct clay mineral but exhibiting similar properties",CA,Bentonite and fuller's earth,k,CAN,Bentonite,Sales.,2006-01-01,-119.677633,Bentonite,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/bentonite,18,3984
-119.677633,59.205383999999995,Production of refined cobalt,37,tonnes (metric),Production,"cobalt, refined",1,Canada,,"In addition to the production listed above, several countries, including the United Kingdom, Finland and France, are known to produce substantial amounts of cobalt compounds",CA,Cobalt,a,CAN,Cobalt (refined),Including oxides.,2006-01-01,-119.677633,Refined,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/cobalt,37,5198
